"site","hour","file","Ht"
"Crow_Island",11,"24747502641FE8E8_20250728_114202_000.wav",0.983378413372303
"Crow_Island",11,"24747502641FE8E8_20250724_111501_000.wav",0.980249972620969
"Crow_Island",11,"24747502641FE8E8_20250726_112602_000.wav",0.982490527953942
"Crow_Island",11,"24747502641FE8E8_20250727_115002_000.wav",0.983303008185169
"Crow_Island",11,"24747502641FE8E8_20250725_113601_000.wav",0.984627112999499
"Crow_Island",11,"24747502641FE8E8_20250728_112602_000.wav",0.979141522058962
"Crow_Island",11,"24747502641FE8E8_20250723_113301_000.wav",0.982829488161761
"Crow_Island",11,"24747502641FE8E8_20250726_112002_000.wav",0.970285117583308
"Crow_Island",11,"24747502641FE8E8_20250728_110202_000.wav",0.9843965744703
"Crow_Island",12,"24747502641FE8E8_20250725_120601_000.wav",0.983211195342753
"Crow_Island",12,"24747502641FE8E8_20250727_122102_000.wav",0.986103076064076
"Crow_Island",12,"24747502641FE8E8_20250725_124530_000.wav",0.983847587864256
"Crow_Island",12,"24747502641FE8E8_20250723_123730_000.wav",0.982118343199998
"Crow_Island",12,"24747502641FE8E8_20250726_125732_000.wav",0.984637025387924
"Crow_Island",12,"24747502641FE8E8_20250726_123032_000.wav",0.984316089617153
"Crow_Island",12,"24747502641FE8E8_20250724_124030_000.wav",0.980001810050017
"Crow_Island",12,"24747502641FE8E8_20250724_121801_000.wav",0.982856749677661
"Crow_Island",12,"24747502641FE8E8_20250728_123932_000.wav",0.980509419511411
"Crow_Island",12,"24747502641FE8E8_20250723_120101_000.wav",0.983726477758131
"Crow_Island",13,"24747502641FE8E8_20250725_134130_000.wav",0.980007017064599
"Crow_Island",13,"24747502641FE8E8_20250724_131730_000.wav",0.982962235937082
"Crow_Island",13,"24747502641FE8E8_20250725_133730_000.wav",0.982045568388623
"Crow_Island",13,"24747502641FE8E8_20250725_133530_000.wav",0.982661311452042
"Crow_Island",13,"24747502641FE8E8_20250726_133432_000.wav",0.984903471712434
"Crow_Island",13,"24747502641FE8E8_20250726_130532_000.wav",0.983875971892862
"Crow_Island",13,"24747502641FE8E8_20250727_134532_000.wav",0.983571890559594
"Crow_Island",13,"24747502641FE8E8_20250726_133632_000.wav",0.984421974335509
"Crow_Island",13,"24747502641FE8E8_20250728_132532_000.wav",0.985054484412943
"Crow_Island",13,"24747502641FE8E8_20250726_131432_000.wav",0.981336234100062
"Crow_Island",14,"24747502641FE8E8_20250726_140632_000.wav",0.983202478628148
"Crow_Island",14,"24747502641FE8E8_20250724_145430_000.wav",0.954754078231424
"Crow_Island",14,"24747502641FE8E8_20250726_145732_000.wav",0.980993506313618
"Crow_Island",14,"24747502641FE8E8_20250723_144730_000.wav",0.967041690885985
"Crow_Island",14,"24747502641FE8E8_20250725_141730_000.wav",0.976493314326478
"Crow_Island",14,"24747502641FE8E8_20250723_142730_000.wav",0.938396271244065
"Crow_Island",14,"24747502641FE8E8_20250726_142332_000.wav",0.981540571494857
"Crow_Island",14,"24747502641FE8E8_20250727_140132_000.wav",0.985834792913368
"Crow_Island",14,"24747502641FE8E8_20250728_142232_000.wav",0.979821515010878
"Crow_Island",14,"24747502641FE8E8_20250723_144330_000.wav",0.958969569929857
"Crow_Island",15,"24747502641FE8E8_20250725_154030_000.wav",0.953554002037024
"Crow_Island",15,"24747502641FE8E8_20250725_154330_000.wav",0.965918165600834
"Crow_Island",15,"24747502641FE8E8_20250724_155430_000.wav",0.942051152677863
"Crow_Island",15,"24747502641FE8E8_20250728_153432_000.wav",0.979806541838472
"Crow_Island",15,"24747502641FE8E8_20250724_151630_000.wav",0.936587072308141
"Crow_Island",15,"24747502641FE8E8_20250725_155330_000.wav",0.94991378108271
"Crow_Island",15,"24747502641FE8E8_20250724_153330_000.wav",0.955199808109972
"Crow_Island",15,"24747502641FE8E8_20250724_155830_000.wav",0.956266844389008
"Crow_Island",15,"24747502641FE8E8_20250725_152530_000.wav",0.946713216293925
"Crow_Island",15,"24747502641FE8E8_20250724_154230_000.wav",0.93991743308853
"Crow_Island",16,"24747502641FE8E8_20250727_164132_000.wav",0.95471063895676
"Crow_Island",16,"24747502641FE8E8_20250727_165132_000.wav",0.941037577223031
"Crow_Island",16,"24747502641FE8E8_20250723_165530_000.wav",0.978935629523127
"Crow_Island",16,"24747502641FE8E8_20250728_161232_000.wav",0.982777311484288
"Crow_Island",16,"24747502641FE8E8_20250723_160230_000.wav",0.979419621372527
"Crow_Island",16,"24747502641FE8E8_20250726_163632_000.wav",0.968432333052047
"Crow_Island",16,"24747502641FE8E8_20250723_161030_000.wav",0.985906822111704
"Crow_Island",16,"24747502641FE8E8_20250723_165030_000.wav",0.983147705070845
"Crow_Island",16,"24747502641FE8E8_20250727_163132_000.wav",0.965836660538882
"Crow_Island",16,"24747502641FE8E8_20250728_165332_000.wav",0.978165624617022
"Crow_Island",17,"24747502641FE8E8_20250726_174932_000.wav",0.972201244962298
"Crow_Island",17,"24747502641FE8E8_20250728_175132_000.wav",0.980621586683511
"Crow_Island",17,"24747502641FE8E8_20250726_174232_000.wav",0.977579896291752
"Crow_Island",17,"24747502641FE8E8_20250724_174030_000.wav",0.977971152769522
"Crow_Island",17,"24747502641FE8E8_20250725_172430_000.wav",0.977317497378511
"Crow_Island",17,"24747502641FE8E8_20250725_171230_000.wav",0.978603908137561
"Crow_Island",17,"24747502641FE8E8_20250724_175430_000.wav",0.969617447263227
"Crow_Island",17,"24747502641FE8E8_20250728_173432_000.wav",0.976480325297483
"Crow_Island",17,"24747502641FE8E8_20250727_170232_000.wav",0.967735486239322
"Crow_Island",17,"24747502641FE8E8_20250724_173530_000.wav",0.984824651149856
"Crow_Island",18,"24747502641FE8E8_20250728_181732_000.wav",0.982996408329072
"Crow_Island",18,"24747502641FE8E8_20250724_183030_000.wav",0.967564135342072
"Crow_Island",18,"24747502641FE8E8_20250724_182830_000.wav",0.973091086623302
"Crow_Island",18,"24747502641FE8E8_20250725_182230_000.wav",0.987052994720904
"Crow_Island",18,"24747502641FE8E8_20250725_180230_000.wav",0.986657431063685
"Crow_Island",18,"24747502641FE8E8_20250727_185032_000.wav",0.958331155497882
"Crow_Island",18,"24747502641FE8E8_20250723_182930_000.wav",0.976520363969283
"Crow_Island",18,"24747502641FE8E8_20250725_184130_000.wav",0.981983495549061
"Crow_Island",18,"24747502641FE8E8_20250724_180830_000.wav",0.968585577394369
"Crow_Island",18,"24747502641FE8E8_20250725_180930_000.wav",0.984746442472759
"Crow_Island",19,"24747502641FE8E8_20250726_192732_000.wav",0.970939584157835
"Crow_Island",19,"24747502641FE8E8_20250723_192230_000.wav",0.977348473548965
"Crow_Island",19,"24747502641FE8E8_20250726_193532_000.wav",0.972210236759874
"Crow_Island",19,"24747502641FE8E8_20250727_193632_000.wav",0.971215318382954
"Crow_Island",19,"24747502641FE8E8_20250727_193432_000.wav",0.958944159526822
"Crow_Island",19,"24747502641FE8E8_20250726_193032_000.wav",0.972792204605933
"Crow_Island",19,"24747502641FE8E8_20250728_195432_000.wav",0.977432395737138
"Crow_Island",19,"24747502641FE8E8_20250726_191632_000.wav",0.970789555109048
"Crow_Island",19,"24747502641FE8E8_20250725_195230_000.wav",0.982424149888802
"Crow_Island",19,"24747502641FE8E8_20250728_195932_000.wav",0.977816715622794
"Crow_Island",20,"24747502641FE8E8_20250728_201832_000.wav",0.98065833238305
"Crow_Island",20,"24747502641FE8E8_20250722_205032_000.wav",0.965097858193729
"Crow_Island",20,"24747502641FE8E8_20250723_200630_000.wav",0.984040943635298
"Crow_Island",20,"24747502641FE8E8_20250726_204932_000.wav",0.98554478845055
"Crow_Island",20,"24747502641FE8E8_20250724_205230_000.wav",0.97577466029548
"Crow_Island",20,"24747502641FE8E8_20250722_205332_000.wav",0.9710157284945
