"site","hour","file","Ht","habitat"
"Battery_Island",0,"24747502641FE8A5_20250724_003701_000.wav",0.986309174883453,"Macro_Forest"
"Battery_Island",0,"24747502641FE8A5_20250728_002502_000.wav",0.988703775363443,"Macro_Forest"
"Battery_Island",0,"24747502641FE8A5_20250727_000802_000.wav",0.988925672592688,"Macro_Forest"
"Battery_Island",0,"24747502641FE8A5_20250728_001402_000.wav",0.989212085230321,"Macro_Forest"
"Battery_Island",0,"24747502641FE8A5_20250726_005902_000.wav",0.988750599528352,"Macro_Forest"
"Battery_Island",0,"24747502641FE8A5_20250724_005701_000.wav",0.986976746146135,"Macro_Forest"
"Battery_Island",0,"24747502641FE8A5_20250726_003102_000.wav",0.980178070299871,"Macro_Forest"
"Battery_Island",0,"24747502641FE8A5_20250725_004802_000.wav",0.9879011944927,"Macro_Forest"
"Battery_Island",0,"24747502641FE8A5_20250724_001101_000.wav",0.98773771946479,"Macro_Forest"
"Battery_Island",0,"24747502641FE8A5_20250725_003902_000.wav",0.986783292291229,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250728_013502_000.wav",0.987650720548962,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250726_015102_000.wav",0.983998437375606,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250728_013302_000.wav",0.988398501250619,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250726_013702_000.wav",0.988983454987587,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250728_012702_000.wav",0.986732078115384,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250725_010602_000.wav",0.983946135072918,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250723_014013_000.wav",0.970717846995023,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250727_012302_000.wav",0.985205619981743,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250726_010402_000.wav",0.985052787408754,"Macro_Forest"
"Battery_Island",1,"24747502641FE8A5_20250726_012002_000.wav",0.987631139964299,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250723_025113_000.wav",0.895813296826473,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250726_024402_000.wav",0.987582283525534,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250724_020601_000.wav",0.980944458044173,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250725_024702_000.wav",0.914738278782995,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250727_021702_000.wav",0.984273076885849,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250724_020401_000.wav",0.984738539913942,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250723_022813_000.wav",0.931138752341368,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250723_021913_000.wav",0.921696442479025,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250726_022502_000.wav",0.970123604976351,"Macro_Forest"
"Battery_Island",2,"24747502641FE8A5_20250725_020302_000.wav",0.978317976581921,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250724_031901_000.wav",0.982986875304604,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250727_032202_000.wav",0.95680921505829,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250726_034702_000.wav",0.98186233915329,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250723_034413_000.wav",0.972957967904517,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250728_033102_000.wav",0.980710861305071,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250727_034002_000.wav",0.917380449605021,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250724_033001_000.wav",0.902155505549571,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250725_032002_000.wav",0.920878633646215,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250725_031702_000.wav",0.92432629205515,"Macro_Forest"
"Battery_Island",3,"24747502641FE8A5_20250724_033301_000.wav",0.934603922646232,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250725_040602_000.wav",0.978349719189221,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250727_042702_000.wav",0.908719724847915,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250723_040713_000.wav",0.969657282891674,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250728_042602_000.wav",0.987512891604305,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250727_043002_000.wav",0.918687887785564,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250724_042201_000.wav",0.980367996722539,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250726_045402_000.wav",0.977472549337501,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250725_044602_000.wav",0.947493539861298,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250727_041402_000.wav",0.915884434635545,"Macro_Forest"
"Battery_Island",4,"24747502641FE8A5_20250724_042601_000.wav",0.908067936282087,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250725_050102_000.wav",0.900898048002667,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250724_051001_000.wav",0.925969506778134,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250727_051902_000.wav",0.935542905233905,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250724_052001_000.wav",0.896955980393991,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250727_052302_000.wav",0.914457034706102,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250724_050601_000.wav",0.906635942333781,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250726_055702_000.wav",0.927137450307588,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250727_052902_000.wav",0.907898992000192,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250725_051302_000.wav",0.901628645735872,"Macro_Forest"
"Battery_Island",5,"24747502641FE8A5_20250725_051602_000.wav",0.908778356776602,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250725_064002_000.wav",0.936231211759669,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250724_065501_000.wav",0.908007512361659,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250723_064513_000.wav",0.912281413787842,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250724_060301_000.wav",0.921957663030208,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250723_061813_000.wav",0.917464026645507,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250726_064802_000.wav",0.920886776075385,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250724_063701_000.wav",0.918321973842067,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250725_060802_000.wav",0.916177914724804,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250726_063902_000.wav",0.913246988934383,"Macro_Forest"
"Battery_Island",6,"24747502641FE8A5_20250725_065902_000.wav",0.927599673684242,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250726_074102_000.wav",0.904570616880876,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250728_072302_000.wav",0.986084705401608,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250724_072901_000.wav",0.919158088791481,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250725_070102_000.wav",0.923368102304939,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250728_073002_000.wav",0.986117461157725,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250727_073402_000.wav",0.930189692207739,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250727_075002_000.wav",0.919100747981447,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250726_075002_000.wav",0.907040370931273,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250726_071602_000.wav",0.918268827074679,"Macro_Forest"
"Battery_Island",7,"24747502641FE8A5_20250728_071602_000.wav",0.985269747559929,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250725_084802_000.wav",0.918341697792755,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250726_083602_000.wav",0.913654022976912,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250723_084813_000.wav",0.904176688855107,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250728_084002_000.wav",0.912317788340099,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250724_080801_000.wav",0.914572039564855,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250728_081902_000.wav",0.922607335124989,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250724_081501_000.wav",0.906809487225157,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250723_080113_000.wav",0.91667454008903,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250727_083302_000.wav",0.917626392353418,"Macro_Forest"
"Battery_Island",8,"24747502641FE8A5_20250727_081902_000.wav",0.924172190679903,"Macro_Forest"
"Battery_Island",9,"24747502641FE8A5_20250724_094501_000.wav",0.916891260179165,"Macro_Forest"
"Battery_Island",9,"24747502641FE8A5_20250724_095001_000.wav",0.908890129867854,"Macro_Forest"
"Battery_Island",9,"24747502641FE8A5_20250728_094202_000.wav",0.93719185190997,"Macro_Forest"
"Battery_Island",9,"24747502641FE8A5_20250724_091101_000.wav",0.919886928502041,"Macro_Forest"
"Battery_Island",9,"24747502641FE8A5_20250726_094802_000.wav",0.91286211281419,"Macro_Forest"
"Battery_Island",9,"24747502641FE8A5_20250723_091013_000.wav",0.922643035752249,"Macro_Forest"
"Battery_Island",9,"24747502641FE8A5_20250726_092602_000.wav",0.906302830640771,"Macro_Forest"
